Cent%	 dNdy	 Npart	 v1{4}^4 err	 v2{4}^4 err	 v3{4}^4 err	 v4{4}^4 err 	 v5{4}^4 err 	 v6{4}^4 err
0.5	942.079	408.5	1.05612e-05 6.1926e-06	3.17385e-06 1.16476e-06	-4.1594e-08 7.08539e-08	1.18618e-08 6.64299e-09	3.71343e-10 6.64952e-10	1.97381e-11 3.08892e-11	
1.5	966.455	396	8.09263e-06 6.87223e-06	4.13047e-06 1.26748e-06	-2.08657e-07 1.65916e-07	-6.87085e-10 2.8598e-09	4.69241e-10 4.32522e-10	-2.76978e-11 1.10816e-10	
2.5	1025.81	386	-7.14147e-06 5.42681e-06	1.57721e-06 1.07519e-06	1.84782e-09 2.69589e-08	-6.56066e-10 4.34802e-09	-7.58602e-10 8.56312e-10	-4.15786e-11 6.15131e-11	
3.5	967.916	375.5	-1.89761e-05 2.10728e-05	1.89015e-06 1.24512e-06	6.26292e-08 3.22128e-08	-4.65072e-09 9.31411e-09	2.98023e-10 2.30999e-10	-1.19803e-11 2.6335e-11	
4.5	903.767	364.5	7.03151e-06 9.33275e-06	5.74398e-06 1.85258e-06	-1.30288e-08 5.41293e-08	-1.89084e-09 5.17981e-09	-1.1652e-09 1.19586e-09	-3.83602e-11 4.43708e-11	
5.5	1036.95	354	1.83872e-06 1.69523e-06	9.97384e-07 5.15602e-07	1.59347e-08 1.83351e-08	2.78361e-09 1.70668e-09	8.28187e-11 2.3449e-10	5.20234e-12 1.60301e-11	
6.5	1029.43	344	-7.03307e-06 7.00692e-06	1.2467e-06 3.6948e-07	3.16585e-09 1.94037e-08	2.93365e-09 1.95288e-09	-8.50276e-11 2.76849e-10	2.6073e-11 1.7612e-11	
7.5	980.197	334	-3.94208e-06 2.31432e-06	1.4083e-06 6.71921e-07	-3.17503e-08 3.36474e-08	3.86386e-09 2.29439e-09	1.17677e-10 3.43368e-10	-3.39195e-11 2.3885e-11	
8.5	966.6	324	-3.96665e-06 3.64745e-06	2.4412e-06 4.58732e-07	1.8194e-08 1.56866e-08	2.56647e-09 2.04195e-09	3.17294e-10 1.75831e-10	7.8978e-12 1.59709e-11	
9.5	911.889	314	2.751e-06 2.32593e-06	2.31795e-06 9.1477e-07	6.91454e-09 2.28856e-08	5.72648e-09 4.67768e-09	8.28407e-11 1.68244e-10	-3.20383e-11 3.50358e-11	
10.5	684.188	304.5	1.13276e-05 1.1237e-05	6.55811e-06 2.69874e-06	-1.49681e-07 1.80165e-07	9.77344e-12 8.40857e-09	1.03578e-10 5.11039e-10	-7.61299e-11 1.8705e-10	
11.5	657.217	295.5	3.80658e-05 2.87974e-05	8.53433e-06 1.99831e-06	2.86228e-08 2.95896e-08	7.53668e-09 3.51829e-09	5.41116e-10 3.13473e-10	-1.68758e-10 1.96971e-10	
12.5	663.211	286.5	-9.7518e-05 7.41473e-05	1.06797e-05 2.35233e-06	-4.3709e-08 1.05023e-07	1.32586e-08 6.20557e-09	-3.00219e-09 2.23081e-09	2.72815e-11 2.87134e-11	
13.5	611.677	277.5	-2.38349e-05 2.02731e-05	1.62589e-05 3.44983e-06	2.96993e-08 5.07761e-08	5.14584e-09 8.8006e-09	-6.51805e-10 9.63632e-10	-1.33454e-10 9.69819e-11	
14.5	643.613	269	-4.20885e-05 3.09145e-05	1.01505e-05 2.37631e-06	-1.15555e-08 6.42486e-08	-4.22857e-09 1.05409e-08	5.06347e-10 4.80839e-10	-3.00812e-11 6.81839e-11	
15.5	656.986	260.5	1.40568e-05 9.09847e-06	9.46374e-06 1.77989e-06	2.72648e-08 3.12473e-08	7.06124e-09 5.04548e-09	7.09706e-10 4.15813e-10	-3.14901e-12 4.83935e-11	
16.5	681.857	252	5.71749e-07 2.08832e-05	1.05853e-05 2.52579e-06	6.42969e-08 3.57028e-08	9.66181e-09 6.37549e-09	9.11117e-11 6.02868e-10	1.33831e-10 5.55306e-11	
17.5	639.4	244	-6.41264e-05 5.06396e-05	1.11838e-05 2.44163e-06	-2.03122e-08 3.91634e-08	1.28257e-08 8.29963e-09	-2.35185e-10 4.40428e-10	-7.47496e-11 6.24102e-11	
18.5	675.247	236.5	-3.95553e-05 2.48766e-05	8.29229e-06 2.33414e-06	-3.32042e-08 7.531e-08	2.45416e-08 1.1017e-08	6.6527e-10 4.05579e-10	1.65001e-11 5.96516e-11	
19.5	705.631	229	-7.37965e-06 1.4398e-05	1.2307e-05 2.86904e-06	1.06621e-07 5.39837e-08	-9.86093e-09 1.11978e-08	5.89282e-10 6.74277e-10	1.72082e-11 4.9685e-11	
20.5	437.3	221.5	-1.81519e-05 2.21529e-05	2.48584e-05 5.92056e-06	1.02698e-07 9.08049e-08	-6.86315e-09 1.53078e-08	1.87231e-09 1.14839e-09	-2.97552e-10 1.70352e-10	
21.5	423.739	214	3.30964e-06 2.96009e-05	2.43985e-05 6.66237e-06	-1.26582e-07 1.08019e-07	-4.48375e-08 2.87749e-08	-4.0989e-10 1.28663e-09	-1.44746e-10 1.67598e-10	
22.5	473.169	207	-8.05881e-05 4.03233e-05	2.23857e-05 7.71216e-06	-1.96224e-08 1.0045e-07	-4.98306e-09 1.3681e-08	-2.09196e-09 1.99573e-09	-8.57022e-11 7.2084e-11	
23.5	441.509	200.5	4.46097e-06 2.43547e-05	3.04822e-05 4.99934e-06	-4.72021e-08 5.57187e-08	1.32865e-08 1.04289e-08	9.64668e-10 5.65738e-10	-2.27446e-11 8.75042e-11	
24.5	445.482	193.5	-1.20406e-05 1.90907e-05	2.33755e-05 5.60854e-06	1.39355e-07 8.22106e-08	-1.01765e-08 1.61446e-08	2.33701e-09 1.29658e-09	-3.30087e-11 5.68239e-11	
25.5	427.794	187	-2.48378e-05 4.77004e-05	3.07315e-05 6.32454e-06	8.41668e-08 1.58313e-07	1.51391e-08 7.5297e-09	2.55426e-09 2.01614e-09	5.06166e-12 6.54715e-11	
