Cent%	 dNdy	 Npart	 v2{6}/v2{4} err	 v3{6}/v3{4} err	 v4{6}/v4{4} err
5	976.859	362.5	0.996285 0.00697144 1.59485 1.71621 1.1033 0.211438 
15	663.854	267	1.00223 0.00275782 nan nan 0.915382 0.100278 
25	440.483	192.5	1.0067 0.00454759 nan nan nan nan 
35	283.991	134.5	0.994247 0.00177166 0.887337 0.368879 0.713767 nan 
45	168.843	90	0.990956 0.00248397 0.89249 0.088204 nan nan 
55	126.779	56.5	0.990748 0.00279227 nan nan nan nan 
65	nan	32.5	nan nan nan nan nan nan 
75	nan	16.5	nan nan nan nan nan nan 
85	nan	7	nan nan nan nan nan nan 
95	nan	2.5	nan nan nan nan nan nan 
