0.5 1884.16 2.3114e-314
1.5 1932.91 2.3114e-314
2.5 2051.61 2.3114e-314
3.5 1935.83 2.3114e-314
4.5 1807.53 2.3114e-314
5.5 2073.89 2.3114e-314
6.5 2058.86 2.3114e-314
7.5 1960.39 2.3114e-314
8.5 1933.2 2.3114e-314
9.5 1823.78 2.3114e-314
10.5 1368.38 2.3114e-314
11.5 1314.43 2.3114e-314
12.5 1326.42 2.3114e-314
13.5 1223.35 2.3114e-314
14.5 1287.23 2.3114e-314
15.5 1313.97 2.3114e-314
16.5 1363.71 2.3114e-314
17.5 1278.8 2.3114e-314
18.5 1350.49 2.3114e-314
19.5 1411.26 2.3114e-314
20.5 874.6 2.3114e-314
21.5 847.478 2.3114e-314
22.5 946.337 2.3114e-314
23.5 883.019 2.3114e-314
24.5 890.964 2.3114e-314
25.5 855.588 2.3114e-314
26.5 873.243 2.3114e-314
27.5 888.888 2.3114e-314
28.5 851.366 2.3114e-314
29.5 913.962 2.3114e-314
30.5 531.32 2.3114e-314
31.5 541.578 2.3114e-314
32.5 589.153 2.3114e-314
33.5 585.126 2.3114e-314
34.5 595.055 2.3114e-314
35.5 575.277 2.3114e-314
36.5 582.311 2.3114e-314
37.5 581.063 2.3114e-314
38.5 536.58 2.3114e-314
39.5 560.927 2.3114e-314
40.5 319.142 2.3114e-314
41.5 327.473 2.3114e-314
42.5 324.064 2.3114e-314
43.5 340.066 2.3114e-314
44.5 350.771 2.3114e-314
45.5 353.823 2.3114e-314
46.5 334.254 2.3114e-314
47.5 357.695 2.3114e-314
48.5 337.923 2.3114e-314
49.5 362.706 2.3114e-314
50.5 280.347 2.3114e-314
51.5 227.572 2.3114e-314
52.5 250.464 2.3114e-314
53.5 250.704 2.3114e-314
54.5 250.542 2.3114e-314
55.5 248.671 2.3114e-314
56.5 239.119 2.3114e-314
57.5 249.94 2.3114e-314
58.5 247.893 2.3114e-314
59.5 257.312 2.3114e-314
60.5 nan nan
61.5 nan nan
62.5 nan nan
63.5 nan nan
64.5 nan nan
65.5 nan nan
66.5 nan nan
67.5 nan nan
68.5 nan nan
69.5 nan nan
70.5 nan nan
71.5 nan nan
72.5 nan nan
73.5 nan nan
74.5 nan nan
75.5 nan nan
76.5 nan nan
77.5 nan nan
78.5 nan nan
79.5 nan nan
80.5 nan nan
81.5 nan nan
82.5 nan nan
83.5 nan nan
84.5 nan nan
85.5 nan nan
86.5 nan nan
87.5 nan nan
88.5 nan nan
89.5 nan nan
90.5 nan nan
91.5 nan nan
92.5 nan nan
93.5 nan nan
94.5 nan nan
95.5 nan nan
96.5 nan nan
97.5 nan nan
98.5 nan nan
99.5 nan nan
