Cent%	 dNdy	 Npart	 v2{6}/v2{4} err	 v3{6}/v3{4} err	 v4{6}/v4{4} err
2.5	1010.79	387.5	0.964012 0.0189787 nan nan nan nan 
7.5	960.461	334	1.0099 0.0107184 nan nan 0.981345 0.132136 
12.5	652.422	287	1.00456 0.00501292 nan nan 0.959719 0.0730258 
17.5	672.571	245	1.00096 0.00252311 1.00482 0.242854 0.914392 0.129875 
22.5	441.456	207.5	1.01814 0.00972786 nan nan nan nan 
27.5	439.791	175	0.997573 0.00318203 nan nan 0.91299 0.0868606 
32.5	284.497	146.5	0.993495 0.00221887 0.592855 nan nan nan 
37.5	284.125	121	0.99365 0.00256812 1.00918 0.16223 1.06718 0.150607 
42.5	165.233	99	0.98448 0.00557355 0.774917 0.36544 nan nan 
47.5	173.463	80	0.99072 0.00303093 0.93313 0.0946893 1.06808 0.0987543 
52.5	127.977	63	0.992493 0.00497856 nan nan nan nan 
57.5	126.218	48.5	0.99026 0.00339433 nan nan nan nan 
62.5	nan	37	nan nan nan nan nan nan 
67.5	nan	27.5	nan nan nan nan nan nan 
72.5	nan	19.5	nan nan nan nan nan nan 
77.5	nan	13	nan nan nan nan nan nan 
82.5	nan	8	nan nan nan nan nan nan 
87.5	nan	5	nan nan nan nan nan nan 
92.5	nan	3	nan nan nan nan nan nan 
97.5	nan	1.5	nan nan nan nan nan nan 
