Cent%	 dNdy	 Npart	 v1{4}^4 err	 v2{4}^4 err	 v3{4}^4 err	 v4{4}^4 err 	 v5{4}^4 err 	 v6{4}^4 err
2.5	1010.79	387.5	-1.40106e-05 1.3087e-05	1.93784e-06 4.57189e-07	-1.70459e-08 2.86468e-08	-2.29365e-09 2.77666e-09	-8.82249e-12 1.64727e-10	-1.87645e-11 2.17329e-11	
7.5	960.461	334	-3.86927e-06 2.1357e-06	2.13812e-06 2.90429e-07	2.38004e-09 1.17489e-08	2.30864e-09 1.47149e-09	1.32181e-10 1.23048e-10	-1.36224e-11 1.20468e-11	
12.5	652.422	287	-3.0822e-05 1.72652e-05	1.04824e-05 1.13041e-06	-3.37788e-08 4.56655e-08	6.45368e-09 2.99366e-09	-6.1035e-10 5.23739e-10	-3.1604e-11 4.2262e-11	
17.5	672.571	245	-2.22873e-05 1.2615e-05	1.04558e-05 1.05695e-06	1.92417e-08 2.15832e-08	7.93864e-09 3.79482e-09	4.23236e-10 2.38476e-10	2.07936e-11 2.37057e-11	
22.5	441.456	207.5	-2.27311e-05 1.27407e-05	2.47138e-05 2.80436e-06	-6.39887e-09 4.05904e-08	-1.02177e-08 8.41083e-09	3.98309e-10 6.25724e-10	-1.13632e-10 5.66743e-11	
27.5	439.791	175	-7.74999e-05 4.99523e-05	3.02663e-05 3.30929e-06	2.61056e-08 4.34994e-08	1.69159e-08 6.46857e-09	1.56269e-09 5.32809e-10	-8.48146e-12 5.89867e-11	
32.5	284.497	146.5	-0.319231 0.319136	4.09574e-05 4.89058e-06	5.29883e-08 5.84706e-08	6.97617e-09 8.25863e-09	5.389e-10 8.27017e-10	-7.13245e-11 5.77436e-11	
37.5	284.125	121	-0.00381263 0.00354976	4.52814e-05 5.27895e-06	5.99199e-08 5.45317e-08	1.33434e-08 1.29265e-08	8.22155e-10 5.53847e-10	-2.36626e-10 1.30475e-10	
42.5	165.233	99	-0.048556 0.0473936	4.90401e-05 7.64012e-06	1.50148e-07 6.57559e-08	3.09255e-09 1.51927e-08	-5.42512e-10 1.2389e-09	-1.56404e-10 6.9744e-11	
47.5	173.463	80	-0.000371684 0.000180862	5.32362e-05 7.28777e-06	1.52214e-07 7.50726e-08	2.23344e-08 1.30459e-08	-4.05886e-10 8.87252e-10	-2.08169e-10 1.30783e-10	
52.5	127.977	63	-0.000239665 0.000124447	5.23933e-05 8.02954e-06	-4.5157e-08 9.2238e-08	-7.81652e-10 1.82211e-08	-7.29396e-10 7.352e-10	-1.90064e-10 9.8603e-11	
57.5	126.218	48.5	-8.79419e-05 3.51653e-05	8.3034e-05 1.16001e-05	-1.5177e-07 1.10986e-07	9.98692e-10 2.59541e-08	-2.55789e-09 1.22133e-09	-4.54973e-10 2.05137e-10	
62.5	nan	37	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
67.5	nan	27.5	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
72.5	nan	19.5	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
77.5	nan	13	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
82.5	nan	8	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
87.5	nan	5	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
92.5	nan	3	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
97.5	nan	1.5	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
