Cent%	 dNdy	 Npart	 v2{2}/v3{2} err
5	976.859	362.5	2.42571 0.0668275
15	663.854	267	2.96396 0.0769501
25	440.483	192.5	3.18305 0.0871583
35	283.991	134.5	3.33682 0.0995919
45	168.843	90	3.36723 0.103498
55	126.779	56.5	3.48286 0.126016
65	nan	32.5	nan nan
75	nan	16.5	nan nan
85	nan	7	nan nan
95	nan	2.5	nan nan
