Cent%	 dNdy	 Npart	 v1{6}^6 err	 v2{6}^6 err	 v3{6}^6 err	 v4{6}^6 err 	 v5{6}^6 err 	 v6{6}^6 err
2.5	1010.79	387.5	8.81698e-08 9.66149e-08	2.16506e-09 9.62571e-10	3.01954e-12 5.3608e-12	9.83021e-14 1.73667e-13	-2.50014e-15 3.31375e-15	4.25672e-17 1.0375e-16	
7.5	960.461	334	-2.89798e-09 4.82714e-09	3.31681e-09 6.06211e-10	-1.71337e-12 2.67091e-12	9.9075e-14 1.11036e-13	3.27522e-15 2.52112e-15	-1.23056e-16 7.5641e-17	
12.5	652.422	287	1.0069e-08 1.0967e-07	3.48769e-08 5.40284e-09	1.68141e-11 1.45079e-11	4.05112e-13 3.75992e-13	1.29146e-14 2.12265e-14	2.41523e-16 3.59377e-16	
17.5	672.571	245	-1.04714e-08 7.03221e-08	3.4005e-08 5.04604e-09	2.7472e-12 6.16228e-12	4.13441e-13 5.94781e-13	9.50762e-16 9.92173e-15	-2.26291e-16 2.82547e-16	
22.5	441.456	207.5	-6.65323e-08 7.38239e-08	1.36854e-07 1.9305e-08	-2.45825e-11 1.88671e-11	-1.92766e-12 1.26533e-12	9.97455e-16 3.05987e-14	-8.9166e-16 7.10458e-16	
27.5	439.791	175	5.58549e-07 6.26625e-07	1.64099e-07 2.67967e-08	-2.61703e-11 2.14951e-11	1.27421e-12 1.36914e-12	4.74725e-14 3.41124e-14	-8.16282e-16 8.01924e-16	
32.5	284.497	146.5	0.585171 0.585008	2.52053e-07 4.67634e-08	5.29616e-13 3.12823e-11	-1.85419e-12 1.91257e-12	-2.04306e-15 4.84667e-14	-1.58329e-15 7.87522e-16	
37.5	284.125	121	0.00072214 0.000715291	2.93278e-07 5.26762e-08	1.54942e-11 2.46125e-11	2.27676e-12 3.08652e-12	9.46447e-15 2.76651e-14	-1.59679e-15 1.94687e-15	
42.5	165.233	99	0.0345328 0.0344527	3.12657e-07 7.92385e-08	1.25982e-11 4.33166e-11	-9.61417e-12 4.1997e-12	-4.44818e-14 4.92863e-14	-2.46397e-15 1.22267e-15	
47.5	173.463	80	5.42108e-06 3.30988e-06	3.67295e-07 7.89547e-08	3.92046e-11 4.85921e-11	4.95557e-12 2.61605e-12	-3.54054e-14 3.95754e-14	1.56883e-15 1.86231e-15	
52.5	127.977	63	2.97384e-06 2.48402e-06	3.62475e-07 8.55147e-08	-6.7717e-11 4.86685e-11	-1.01167e-12 3.47032e-12	-8.19219e-14 3.73476e-14	5.22902e-16 8.05952e-16	
57.5	126.218	48.5	-3.99523e-07 3.33446e-07	7.13477e-07 1.57899e-07	-1.25155e-10 8.17066e-11	-1.48412e-12 4.92588e-12	-1.45193e-13 7.64135e-14	1.88842e-15 3.0184e-15	
62.5	nan	37	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
67.5	nan	27.5	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
72.5	nan	19.5	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
77.5	nan	13	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
82.5	nan	8	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
87.5	nan	5	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
92.5	nan	3	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
97.5	nan	1.5	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
