Cent%	 dNdy	 Npart	 v1{4}^4 err	 v2{4}^4 err	 v3{4}^4 err	 v4{4}^4 err 	 v5{4}^4 err 	 v6{4}^4 err
2.5	885.42	388.5	-5.72267e-10 2.07918e-10	3.73431e-08 3.93788e-08	-1.71181e-08 1.18237e-08	7.31014e-10 9.22446e-10	1.17305e-10 5.4219e-11	5.83324e-12 5.36048e-12	
7.5	713.966	335.5	-2.22758e-09 5.62432e-10	1.00814e-06 1.38084e-07	-1.2832e-08 1.91375e-08	6.39347e-09 1.49609e-09	3.04812e-10 8.39276e-11	-7.31048e-12 1.06395e-11	
12.5	585.542	287.5	-3.20497e-09 8.23148e-10	5.70526e-06 3.93352e-07	1.7101e-08 2.37508e-08	4.62692e-09 2.3864e-09	3.28131e-10 1.34877e-10	-1.48325e-12 1.45256e-11	
17.5	479.277	245	-1.35148e-08 4.46835e-09	1.20141e-05 6.89529e-07	3.06142e-08 3.05367e-08	2.35822e-09 3.68248e-09	1.94723e-10 2.17854e-10	-6.89325e-12 1.9954e-11	
22.5	391.294	207	-2.65288e-08 1.22258e-08	2.18911e-05 1.81229e-06	-2.57194e-07 2.56086e-07	-1.47668e-07 1.56733e-07	-1.26663e-07 1.26622e-07	-9.20909e-10 9.17666e-10	
27.5	316.098	173.5	-2.22443e-08 4.23411e-09	3.6599e-05 1.88736e-06	5.4533e-08 4.0989e-08	6.5382e-09 5.96066e-09	5.58134e-10 3.11292e-10	-9.05084e-11 5.79478e-11	
32.5	254.327	144	-2.39818e-08 3.69308e-09	4.92226e-05 2.51224e-06	2.0418e-08 7.0486e-08	-9.7992e-09 1.02852e-08	-4.48673e-08 4.52654e-08	-6.3457e-08 6.33103e-08	
37.5	201.449	118	-9.26225e-08 4.37235e-08	5.50215e-05 2.76427e-06	4.03239e-08 6.35952e-08	4.19185e-09 7.11143e-09	-1.93882e-09 2.58414e-09	-3.24648e-09 3.06586e-09	
42.5	157.426	96	-4.36021e-08 6.8453e-09	5.301e-05 3.18627e-06	7.62241e-09 6.68049e-08	-1.05799e-08 1.18109e-08	-1.6073e-09 9.11493e-10	-2.54325e-10 1.31297e-10	
47.5	120.643	77	-5.37544e-08 9.63093e-09	6.26412e-05 3.60652e-06	1.67329e-07 6.24923e-08	-4.88846e-09 8.54994e-09	-5.35973e-10 7.93934e-10	-1.80278e-10 7.72256e-11	
52.5	90.4899	60.5	-8.05881e-08 1.54725e-08	6.26913e-05 3.89707e-06	2.44071e-07 5.248e-08	-2.83366e-08 1.06583e-08	-6.02547e-10 6.4746e-10	-2.03253e-10 7.48751e-11	
57.5	66.5408	46.5	-1.11093e-07 2.58526e-08	6.0496e-05 4.29552e-06	1.35406e-07 6.07363e-08	-3.65472e-08 1.17652e-08	-9.15404e-10 6.08458e-10	-5.21532e-10 1.17206e-10	
62.5	47.6655	34.5	-2.28582e-07 4.76973e-08	4.4342e-05 3.98045e-06	2.16108e-07 4.30429e-08	-6.20418e-08 1.48968e-08	-1.73129e-09 6.52091e-10	-6.3027e-10 1.26717e-10	
67.5	33.1509	25	-1.58193e-06 5.81097e-07	4.15292e-05 3.5544e-06	1.55847e-09 3.35604e-08	-4.0022e-08 8.06317e-09	-1.3733e-09 4.13012e-10	-4.71781e-10 7.94687e-11	
72.5	21.552	18	-2.21289e-06 4.76426e-07	2.6025e-05 3.0548e-06	-3.26277e-08 3.21755e-08	-5.4912e-08 1.04137e-08	-1.03035e-09 2.50364e-10	-4.00229e-10 7.61041e-11	
77.5	14.0873	12.5	-3.20178e-06 5.6185e-07	3.05801e-06 2.08766e-06	-9.81972e-08 1.71372e-08	-3.40584e-08 3.95507e-09	-9.01794e-10 1.45969e-10	-1.42486e-10 2.43029e-11	
82.5	8.49706	8	-1.52131e-06 3.10945e-07	-7.41953e-06 1.10081e-06	-4.60784e-08 7.95207e-09	-2.10728e-08 2.08293e-09	-3.48379e-10 4.12868e-11	-3.85642e-11 5.63014e-12	
87.5	4.81906	5	-3.59606e-07 8.34116e-08	-8.77365e-06 8.9541e-07	-1.84048e-08 1.96645e-09	-6.92164e-09 7.96288e-10	-6.52132e-11 6.75597e-12	-2.75724e-12 4.67586e-13	
92.5	2.38727	3	-4.86039e-08 8.78189e-09	-2.59795e-06 3.03439e-07	-1.65821e-09 2.64458e-10	-3.87203e-10 5.74842e-11	-2.0255e-12 3.42048e-13	-3.11178e-13 4.77313e-14	
97.5	0.720932	2	-3.1159e-13 1.64637e-13	-8.8079e-08 3.9714e-08	-2.05909e-12 9.07975e-13	-3.64395e-15 2.97622e-15	-7.16146e-16 3.02318e-16	-4.38387e-16 3.32618e-16	
