Cent%	 dNdy	 Npart	 Observable	 err
5	785.866	363	-0.0115459 0.0189584
15	526.581	267.5	0.0115898 0.0187629
25	350.111	191.5	3.11214 3.05126
35	226.039	132	7.7537 7.50267
45	139.076	87	0.0779665 0.0241391
55	77.822	54	0.0746304 0.0274606
65	40.2494	30.5	0.143032 0.030866
75	18.0826	15.5	0.158798 0.0400405
85	6.68182	7	0.374528 0.057971
95	nan	3	1.01097 0.150595
