Cent%	 dNdy	 Npart	 v1{6}^6 err	 v2{6}^6 err	 v3{6}^6 err	 v4{6}^6 err 	 v5{6}^6 err 	 v6{6}^6 err
0.5	979.269	409	-1.0152e-15 1.49951e-15	1.44374e-12 1.18635e-11	-1.20294e-12 2.37306e-12	-1.98478e-13 1.44347e-13	8.54255e-16 2.13407e-15	5.29996e-17 8.06356e-17	
1.5	918.579	397.5	3.11003e-15 4.76668e-15	5.07824e-11 3.47252e-11	-5.31023e-12 3.15805e-12	-1.51511e-13 2.12994e-13	3.9236e-15 2.2101e-15	-1.28743e-17 5.06414e-17	
2.5	880.474	387.5	1.16419e-16 1.68074e-15	6.07005e-11 3.5689e-11	7.80862e-12 6.47822e-12	-3.9114e-14 1.85318e-13	-2.07231e-15 2.73895e-15	1.17457e-16 5.79915e-17	
3.5	842.198	377	9.33235e-14 8.73245e-14	2.74978e-11 6.73267e-11	1.59632e-11 1.32416e-11	1.38922e-14 1.5736e-13	9.03621e-16 3.30986e-15	-6.63688e-17 9.1326e-17	
4.5	806.481	366.5	1.0549e-14 1.02884e-14	1.83582e-10 1.05687e-10	-3.02786e-12 7.43142e-12	2.28823e-13 2.6949e-13	2.30835e-16 3.85815e-15	1.16875e-16 1.02923e-16	
5.5	774.564	356	1.42878e-13 1.23376e-13	-1.73889e-10 1.67343e-10	-1.10711e-11 1.05686e-11	-1.47961e-14 3.21763e-13	1.34621e-14 5.72776e-15	1.88587e-16 1.02781e-16	
6.5	743.558	345.5	7.08239e-15 1.01655e-14	8.45864e-10 3.73321e-10	7.18378e-12 9.80019e-12	9.28405e-14 3.88039e-13	9.85126e-15 4.89956e-15	-3.23676e-20 1.43206e-16	
7.5	714.265	335	2.7487e-13 2.05584e-13	1.44362e-09 4.96398e-10	9.57448e-12 2.32281e-11	6.09813e-13 5.89778e-13	3.3185e-15 5.30363e-15	1.87681e-16 2.69468e-16	
8.5	684.48	325	2.37318e-14 2.04767e-14	1.77756e-09 5.91068e-10	-3.5115e-11 1.35112e-11	9.88182e-13 6.20878e-13	7.99443e-15 7.91649e-15	-3.03707e-17 1.62136e-16	
9.5	658.155	315	1.38523e-13 1.54696e-13	3.60008e-09 8.56769e-10	1.6093e-11 1.70644e-11	2.06516e-13 5.18042e-13	-7.98701e-15 5.79331e-15	-2.49904e-17 2.287e-16	
10.5	632.29	305.5	1.63635e-14 2.36914e-14	5.00931e-09 1.6032e-09	2.90614e-11 1.82405e-11	2.84842e-13 9.19439e-13	3.65763e-15 7.95696e-15	3.34458e-16 1.76616e-16	
11.5	607.306	296	-1.2305e-15 1.83591e-14	8.75191e-09 2.11591e-09	-2.4073e-11 2.14236e-11	-7.00606e-14 6.35967e-13	2.06636e-14 1.00452e-14	4.68242e-16 5.14754e-16	
12.5	584.272	286.5	-1.38464e-14 1.85694e-14	1.36811e-08 2.80115e-09	7.01517e-12 3.27892e-11	6.47304e-13 8.58039e-13	3.05883e-15 1.10599e-14	-2.35256e-16 3.12053e-16	
13.5	561.544	277.5	2.17901e-13 1.36286e-13	1.9922e-08 4.82493e-09	9.26519e-12 1.8726e-11	2.27874e-13 7.60304e-13	-1.95555e-15 9.57424e-15	3.02537e-18 3.03655e-16	
14.5	539	269	7.01543e-13 4.90913e-13	3.08965e-08 5.90062e-09	-2.01909e-11 2.7209e-11	7.76192e-13 8.4011e-13	1.75612e-14 1.34422e-14	-2.4209e-18 2.73049e-16	
15.5	517.963	260.5	6.79642e-13 3.60584e-13	2.79464e-08 4.85071e-09	2.2665e-11 3.45236e-11	8.58915e-14 9.2156e-13	1.20076e-14 1.28222e-14	1.34549e-16 3.99393e-16	
16.5	498.106	252	1.04557e-12 8.89467e-13	3.17927e-08 6.03416e-09	4.0991e-12 3.52956e-11	7.56036e-13 8.67738e-13	1.70481e-14 1.30852e-14	-3.43788e-16 4.55019e-16	
17.5	478.395	244	5.72293e-13 3.70275e-13	4.17283e-08 8.09741e-09	-1.72818e-11 3.16385e-11	9.53571e-13 1.31677e-12	5.57138e-14 1.95906e-14	-1.95814e-16 5.14603e-16	
18.5	459.619	236	-8.89897e-14 8.30349e-14	6.88602e-08 1.0738e-08	2.27458e-11 3.09059e-11	1.68562e-12 1.5848e-12	2.21458e-14 1.61597e-14	-2.26457e-16 7.34621e-16	
19.5	441.689	228.5	1.27298e-11 1.04406e-11	5.31948e-08 1.07474e-08	-4.75851e-12 4.04503e-11	6.64777e-13 7.93635e-13	-4.04014e-15 2.46996e-14	6.75328e-16 4.63499e-16	
20.5	423.89	221	1.25179e-13 1.10641e-13	4.92215e-08 1.12475e-08	1.7774e-11 3.35197e-11	5.05687e-13 9.80105e-13	2.6544e-14 2.31608e-14	1.62885e-15 1.29139e-15	
21.5	407.471	213.5	5.68765e-11 5.42592e-11	1.57997e-07 4.69674e-08	4.92918e-09 4.85894e-09	2.74285e-09 2.74312e-09	2.07284e-09 2.07262e-09	1.22256e-12 1.22169e-12	
22.5	390.824	206.5	1.88254e-12 1.97752e-12	1.31553e-07 2.00789e-08	1.94808e-11 3.08111e-11	1.80144e-12 1.72809e-12	5.01929e-14 2.78372e-14	2.56463e-15 2.10543e-15	
23.5	375.464	199.5	4.32497e-13 3.45419e-13	1.13597e-07 2.0485e-08	-5.30377e-11 7.62045e-11	1.57147e-12 1.84657e-12	7.58825e-15 3.8722e-14	3.13691e-16 1.06912e-15	
24.5	359.203	192.5	5.62065e-12 4.20357e-12	1.67503e-07 2.63455e-08	-3.01664e-12 5.16756e-11	2.23864e-13 1.86233e-12	7.02544e-15 3.68653e-14	2.10576e-16 1.15617e-15	
25.5	344.548	186	1.26922e-13 2.03748e-13	1.41887e-07 2.96385e-08	-4.47578e-11 5.31988e-11	3.46701e-12 1.90043e-12	1.98045e-14 3.12149e-14	2.35427e-16 1.62181e-15	
26.5	329.585	179.5	3.27995e-12 2.11995e-12	2.10667e-07 3.6798e-08	6.83004e-11 3.69634e-11	3.76422e-12 3.33564e-12	-2.26701e-14 4.04496e-14	-4.20002e-16 1.97184e-15	
