Cent%	 dNdy	 Npart	 hydro 	 linear 	 linear+cubic
5	785.866	363	0.400581	0.43452	0.491641	nan	nan	nan	
15	526.581	267.5	0.824582	0.832688	0.860719	0.403364	0.507896	0.401191	
25	350.111	191.5	0.864976	0.871548	0.904264	0.365402	0.665828	0.371411	
35	226.039	132	0.87065	0.879458	0.916379	0.38388	0.701814	0.504683	
45	139.076	87	0.844381	0.856292	0.912765	0.462026	0.774719	0.600743	
55	77.822	54	0.822675	0.862669	0.9186	0.596396	0.863669	0.696692	
65	40.2494	30.5	0.767456	0.866284	0.915443	0.587534	0.915204	0.710142	
75	18.0826	15.5	0.685306	0.956339	0.895834	nan	0.906152	0.476709	
85	6.68182	7	nan	0.840022	0.539145	nan	0.492749	nan	
95	nan	3	nan	nan	nan	nan	nan	nan	
