Cent%	 dNdy	 Npart	 v2{6}/v2{4} err	 v3{6}/v3{4} err	 v4{6}/v4{4} err
5	785.866	363	nan nan nan nan nan nan 
15	526.581	267.5	1.00036 0.00325579 nan nan 1.22254 0.218267 
25	350.111	191.5	0.996957 0.00240217 1.49755 0.653668 1.23148 0.176495 
35	226.039	132	0.994356 0.0011888 1.33994 nan nan nan 
45	139.076	87	0.991911 0.00239701 nan nan nan nan 
55	77.822	54	0.981557 0.00318345 0.898962 0.194761 nan nan 
65	40.2494	30.5	0.968765 0.00812012 nan nan nan nan 
75	18.0826	15.5	0.818899 0.0935961 nan nan nan nan 
85	6.68182	7	nan nan nan nan nan nan 
95	nan	3	nan nan nan nan nan nan 
