Cent%	 dNdy	 Npart	 v2{2}/v3{2} err
5	785.866	363	1.68813 0.0224624
15	526.581	267.5	2.35746 0.028307
25	350.111	191.5	2.78805 0.0334112
35	226.039	132	2.90747 0.0371589
45	139.076	87	2.8972 0.0393695
55	77.822	54	3.12337 0.046344
65	40.2494	30.5	3.25281 0.0551011
75	18.0826	15.5	3.64126 0.0708329
85	6.68182	7	4.43607 0.106228
95	nan	3	nan nan
