Cent%	 dNdy	 Npart	 hydro 	 linear 	 linear+cubic
5	188.713	70	0.398428	0.418515	0.5046	0.523679	0.657537	0.538715	
15	130.174	53	0.493259	0.436316	0.653959	0.650055	0.743344	0.655908	
25	89.7637	39.5	0.653812	0.701285	0.773509	0.660029	0.819552	0.726456	
35	61.2493	28.5	0.716272	0.763781	0.829004	0.542307	0.860507	0.738771	
45	40.827	20	0.69619	0.823658	0.853649	nan	0.879661	0.695363	
55	25.9426	13.5	0.618703	0.896387	0.853632	nan	0.897664	0.512601	
65	15.4761	9	nan	0.911243	0.7661	nan	0.817278	nan	
75	8.19307	5.5	nan	0.813146	nan	nan	nan	nan	
85	3.63079	3	nan	nan	nan	nan	nan	nan	
95	0.973276	2	nan	nan	nan	nan	nan	nan	
