Cent%	 dNdy	 Npart	 v1{6}^6 err	 v2{6}^6 err	 v3{6}^6 err	 v4{6}^6 err 	 v5{6}^6 err 	 v6{6}^6 err
2.5	209.086	74	4.79437e-11 2.16479e-11	3.13809e-10 6.17296e-10	-2.86347e-11 4.25701e-11	2.58155e-13 3.52871e-13	8.0204e-15 5.95094e-15	3.39096e-16 5.48356e-16	
7.5	168.417	64	3.08484e-11 1.6772e-11	-5.48284e-10 1.3654e-09	1.64612e-11 4.25519e-11	1.34634e-13 3.48761e-13	1.67788e-14 1.30155e-14	5.76359e-16 4.83316e-16	
12.5	141.349	56.5	2.1292e-10 8.3384e-11	2.20855e-09 1.75335e-09	1.59589e-10 4.63016e-11	3.1989e-13 2.60275e-13	-3.39652e-15 4.5901e-15	2.35611e-16 2.98606e-16	
17.5	118.006	49.5	1.0961e-10 7.30406e-11	-4.07385e-09 3.24868e-09	1.32259e-11 4.70532e-11	-7.57923e-15 4.45477e-13	1.16804e-16 7.4639e-15	1.16371e-15 1.04936e-15	
22.5	98.3196	42.5	1.54675e-10 1.22105e-10	7.87343e-09 3.78623e-09	1.10027e-10 4.05578e-11	1.00911e-13 5.88861e-13	-2.45003e-15 5.19391e-15	7.92494e-16 5.07936e-16	
27.5	81.3579	36	2.18451e-10 1.00409e-10	1.84311e-08 6.44079e-09	7.05382e-11 2.93847e-11	1.18735e-13 7.23138e-13	6.02892e-15 7.16843e-15	7.08363e-15 4.60848e-15	
32.5	67.3962	30.5	1.65201e-10 7.82321e-11	2.77573e-08 6.34643e-09	6.70904e-12 1.82625e-11	-1.63784e-12 4.62177e-13	-8.59894e-16 5.72884e-15	9.49112e-16 6.322e-16	
37.5	55.3185	26	1.011e-10 5.80399e-11	2.53033e-08 7.5463e-09	-1.65656e-11 9.68373e-12	-2.82355e-12 6.52574e-13	3.1248e-15 4.50103e-15	5.13547e-16 5.11507e-16	
42.5	45.2326	22	7.14609e-11 3.56057e-11	1.92928e-08 7.18459e-09	-1.54025e-11 5.62052e-12	-8.11205e-13 1.00397e-12	-3.53405e-15 1.69851e-15	9.35977e-16 6.14102e-16	
47.5	36.4731	18	1.66801e-11 1.6757e-11	1.10415e-08 6.67358e-09	-1.03695e-11 2.50165e-12	-2.16287e-12 4.61836e-13	-1.82784e-15 1.1861e-15	1.08857e-16 2.05202e-16	
52.5	29.009	14.5	2.8248e-11 2.05618e-11	-1.70031e-09 5.20366e-09	-5.8356e-12 1.37383e-12	-2.06721e-12 3.44191e-13	-1.0827e-15 7.21816e-16	-3.00443e-17 5.42338e-17	
57.5	22.6382	12	6.23156e-12 7.21995e-12	-1.20524e-08 3.54185e-09	-2.3653e-12 7.19555e-13	-1.26412e-12 2.18258e-13	-6.16593e-16 1.9213e-16	-4.77554e-18 1.82846e-17	
62.5	17.6488	10	1.09815e-12 1.63671e-12	-1.96284e-08 1.82028e-09	-6.80181e-13 3.86672e-13	-3.61374e-13 1.54247e-13	-1.02407e-16 1.41611e-16	1.24838e-17 1.22724e-17	
67.5	13.2292	8	3.52866e-12 1.63867e-12	-1.24161e-08 1.3831e-09	-3.67407e-13 1.40912e-13	8.93582e-14 7.03366e-14	9.91152e-17 5.59109e-17	8.48122e-18 3.90429e-18	
72.5	9.61075	6	5.86936e-12 2.03424e-12	-6.19584e-09 8.29367e-10	-1.28242e-13 5.12734e-14	2.91976e-14 1.24206e-14	1.11067e-16 4.23092e-17	6.52758e-18 5.99372e-18	
77.5	6.74343	4.5	3.89382e-12 1.65929e-12	-1.68537e-09 4.63484e-10	1.04043e-14 9.80512e-15	1.38567e-14 3.2525e-15	1.31667e-17 6.80872e-18	1.0581e-19 6.16838e-20	
82.5	4.51223	3.5	7.60964e-13 2.44197e-13	-3.34769e-11 1.23131e-10	2.18016e-14 8.06363e-15	5.11615e-16 1.17693e-16	4.07151e-19 1.86151e-19	1.84246e-20 8.64296e-21	
87.5	2.76352	2.5	1.28005e-13 4.77642e-14	1.21712e-10 2.52306e-11	1.24852e-15 4.28544e-16	7.97394e-18 2.90997e-18	3.39758e-21 1.26597e-21	2.38242e-21 5.03678e-22	
92.5	1.43154	2	5.73063e-16 1.47849e-16	2.55077e-11 4.58241e-12	3.18434e-18 7.38057e-19	1.01725e-21 6.13137e-22	3.42306e-24 6.6452e-25	2.63827e-23 8.31991e-24	
97.5	0.419767	2	2.20983e-20 8.3084e-21	1.59246e-13 4.74212e-14	1.73715e-22 3.77861e-23	5.28005e-24 2.07765e-24	9.84577e-27 3.78134e-27	4.00535e-26 2.47927e-26	
