Cent%	 dNdy	 Npart	 v2{2}/v3{2} err
5	1189.32	363	1.25982 0.00811608
15	572.93	267.5	2.2707 0.028756
25	395.455	191.5	2.58235 0.0297165
35	264.267	132	2.70701 0.0323607
45	177.88	87	2.77266 0.0377147
55	114.54	54	2.87971 0.0520558
65	79.8988	30.5	3.13584 0.138768
75	67.0512	15.5	3.24249 0.308169
85	54.7302	7	3.45652 0.39264
95	52.9152	3	3.32871 0.41905
