Cent%	 dNdy	 Npart	 v1{4}^4 err	 v2{4}^4 err	 v3{4}^4 err	 v4{4}^4 err 	 v5{4}^4 err 	 v6{4}^4 err
0.5	1231.51	409	-5.15183e-09 3.94147e-10	1.61086e-08 9.90825e-09	5.25331e-09 3.84403e-09	3.40529e-11 6.38219e-10	1.45375e-10 4.649e-11	-4.25909e-12 3.91728e-12	
1.5	1028.74	397.5	-5.48278e-09 3.7517e-09	-6.68594e-08 1.2611e-07	-3.93074e-08 3.01354e-08	2.03058e-09 2.74514e-09	1.4726e-10 2.44366e-10	-4.49845e-12 2.09922e-11	
2.5	967.389	387.5	-8.46296e-09 7.90948e-09	1.25482e-07 8.64651e-08	1.68404e-09 4.17226e-08	7.7534e-10 4.9105e-09	-9.34218e-11 3.12786e-10	2.42983e-11 2.92654e-11	
3.5	930.365	377	-6.57845e-09 4.73089e-09	-1.22394e-07 1.60886e-07	-3.09452e-08 6.75526e-08	6.40223e-09 3.55625e-09	-1.98544e-11 3.26313e-10	1.37851e-11 2.1594e-11	
4.5	900.374	366.5	-8.953e-09 6.44663e-09	4.6611e-07 1.41486e-07	-4.02837e-08 3.63295e-08	-2.35217e-09 4.66096e-09	-4.84488e-11 3.45833e-10	-2.7532e-11 5.47488e-11	
5.5	870.924	356	-1.53534e-08 9.82786e-09	5.49089e-07 2.08939e-07	-7.86395e-08 4.83033e-08	4.9173e-09 5.14891e-09	6.05765e-10 2.54785e-10	-2.76223e-11 4.73359e-11	
6.5	837.717	345.5	-8.49709e-09 6.26312e-09	1.32781e-06 2.30107e-07	6.97721e-08 4.73758e-08	5.06535e-09 4.58283e-09	5.26913e-10 3.74932e-10	3.79255e-11 2.73113e-11	
7.5	788.514	335	-4.07211e-08 2.32679e-08	1.25047e-06 4.09955e-07	-1.83266e-07 1.53476e-07	8.15096e-09 5.3367e-09	7.49631e-11 4.501e-10	1.81295e-11 2.94596e-11	
8.5	772.059	325	-3.51932e-08 2.72623e-08	2.19346e-06 4.01393e-07	1.76854e-08 4.35154e-08	8.59769e-09 9.2932e-09	8.74054e-11 6.1066e-10	1.16726e-11 4.64997e-11	
9.5	732.805	315	-8.81599e-09 5.48441e-09	2.82806e-06 5.04644e-07	3.08756e-09 7.25787e-08	1.38771e-08 6.64862e-09	-1.41483e-11 5.1665e-10	-2.66382e-11 5.893e-11	
