Cent%	 dNdy	 Npart	 v1{6}^6 err	 v2{6}^6 err	 v3{6}^6 err	 v4{6}^6 err 	 v5{6}^6 err 	 v6{6}^6 err
0.5	1231.51	409	1.93388e-13 8.13753e-14	1.38001e-11 5.52047e-12	1.37669e-13 1.16444e-12	8.45378e-14 6.95562e-14	1.25737e-15 1.62037e-15	-1.7348e-17 3.7643e-17	
1.5	1028.74	397.5	-8.42362e-13 4.06687e-13	1.15116e-10 6.58262e-11	-1.2839e-11 1.05414e-11	-5.87723e-13 4.05258e-13	2.30181e-15 7.39192e-15	3.07022e-17 1.78467e-16	
2.5	967.389	387.5	7.67195e-13 1.25283e-12	4.83002e-11 5.01326e-11	-2.63554e-12 1.19257e-11	-5.52347e-14 4.92323e-13	-2.37984e-14 1.12807e-14	2.97239e-16 2.21908e-16	
3.5	930.365	377	-7.52166e-13 5.51395e-13	-1.31237e-10 1.27085e-10	2.7263e-11 3.23311e-11	6.47064e-13 4.20645e-13	-7.22743e-15 1.0038e-14	-3.69057e-17 2.39008e-16	
4.5	900.374	366.5	-1.56715e-13 1.11122e-12	2.39181e-10 1.50914e-10	-2.56498e-11 1.37611e-11	-6.87759e-13 7.68242e-13	5.91683e-15 1.03413e-14	5.78009e-16 8.32301e-16	
5.5	870.924	356	1.28608e-12 2.43276e-12	4.86453e-10 2.29374e-10	-2.8702e-11 2.12265e-11	-3.82204e-13 9.01804e-13	-5.5519e-16 1.18343e-14	6.74854e-16 6.37118e-16	
6.5	837.717	345.5	-9.2669e-13 8.47998e-13	1.36373e-09 3.99071e-10	-1.4021e-11 2.46005e-11	-2.58968e-14 7.42879e-13	1.16105e-14 1.45308e-14	2.89657e-16 2.59555e-16	
7.5	788.514	335	7.40313e-12 5.79542e-12	1.60911e-09 6.53802e-10	1.0483e-10 1.07864e-10	6.46534e-14 9.39751e-13	8.19909e-15 1.06225e-14	2.82583e-16 2.33209e-16	
8.5	772.059	325	1.36049e-11 1.47987e-11	3.50489e-09 8.19868e-10	-5.24775e-11 2.5079e-11	2.19344e-12 1.59665e-12	1.21044e-14 2.27435e-14	7.55619e-16 4.76986e-16	
9.5	732.805	315	-1.29303e-12 8.46089e-13	4.45335e-09 1.24524e-09	-4.31917e-12 3.03707e-11	7.17823e-13 1.26272e-12	2.58113e-14 1.27975e-14	3.03878e-16 6.44968e-16	
10.5	718.119	305.5	-7.83462e-13 1.19654e-12	4.09226e-09 1.41478e-09	-2.1839e-11 2.73143e-11	-5.48375e-13 2.11936e-12	3.35846e-14 1.8595e-14	-3.7959e-16 5.2928e-16	
11.5	693.984	296	-3.37331e-12 2.09279e-12	8.77907e-09 1.99127e-09	-6.45749e-11 4.26897e-11	-5.36796e-13 1.27719e-12	5.7029e-14 2.649e-14	1.00952e-15 7.03782e-16	
