Cent%	 dNdy	 Npart	 v1{6}^6 err	 v2{6}^6 err	 v3{6}^6 err	 v4{6}^6 err 	 v5{6}^6 err 	 v6{6}^6 err
2.5	1211.06	388.5	3.62033e-13 9.37469e-14	2.55221e-11 8.2577e-12	7.1201e-13 1.50358e-12	1.73663e-14 6.73873e-14	5.23247e-16 1.54356e-15	1.14765e-17 4.66179e-17	
7.5	779.431	335.5	4.49959e-12 4.00873e-12	2.36954e-09 3.76253e-10	1.35554e-11 2.12413e-11	4.1879e-13 6.40213e-13	2.55494e-15 9.01093e-15	3.0377e-16 2.31049e-16	
12.5	656.933	287.5	7.73091e-12 6.8869e-12	1.24538e-08 1.49502e-09	-6.06544e-11 1.9043e-11	2.95897e-13 7.10727e-13	2.62157e-14 1.17041e-14	1.17718e-16 3.11921e-16	
17.5	543.237	245	-3.98592e-12 2.31365e-12	4.72702e-08 3.88499e-09	3.84657e-11 2.69259e-11	1.44081e-12 9.05909e-13	2.92921e-14 1.47967e-14	2.60019e-16 4.38855e-16	
22.5	450.429	207	8.72474e-11 7.38932e-11	1.02188e-07 7.59892e-09	-6.86193e-12 3.30349e-11	1.71177e-12 9.33057e-13	1.9929e-14 1.88016e-14	2.29437e-17 4.52034e-16	
27.5	366.534	173.5	3.78736e-11 3.41726e-11	1.89706e-07 1.42438e-08	5.60492e-11 3.42405e-11	3.01764e-12 1.46921e-12	1.3352e-14 2.14255e-14	-1.69899e-17 7.87899e-16	
32.5	298.646	144	-2.33561e-11 2.93225e-11	2.67041e-07 2.00357e-08	-2.73677e-13 4.60061e-11	1.67225e-12 1.50517e-12	-5.02029e-15 2.65436e-14	2.81404e-16 7.15429e-16	
37.5	237.734	118	3.80959e-11 7.45565e-11	3.07763e-07 2.50652e-08	1.26242e-11 4.87021e-11	1.19796e-12 1.58336e-12	1.53419e-15 2.17964e-14	-5.14331e-16 6.42413e-16	
42.5	189.772	96	7.98081e-10 8.32546e-10	2.94884e-07 2.68351e-08	-8.85138e-11 5.04943e-11	1.28019e-13 1.45328e-12	3.76396e-14 4.1262e-14	6.30825e-16 9.09969e-16	
47.5	151.02	77	1.35395e-09 6.25551e-10	2.93461e-07 3.34651e-08	-3.74085e-11 5.5124e-11	1.54291e-12 2.2104e-12	4.55284e-14 3.81311e-14	-3.4074e-16 7.22299e-16	
52.5	120.94	60.5	1.23143e-09 1.26896e-09	2.35885e-07 3.62013e-08	-1.39124e-11 5.34919e-11	-2.53583e-12 2.09665e-12	3.99342e-14 2.3482e-14	-5.74465e-17 1.31565e-15	
57.5	102.358	46.5	-4.62804e-09 2.41991e-09	1.09768e-07 4.13003e-08	1.01211e-10 1.02274e-10	-5.23955e-12 2.98972e-12	-5.23284e-15 3.22572e-14	-1.11438e-15 1.29912e-15	
62.5	87.3123	34.5	-5.88482e-09 6.22901e-09	-6.08237e-09 4.58447e-08	-2.95104e-11 3.69998e-11	-2.03874e-12 2.38072e-12	-1.75503e-13 1.03134e-13	3.17727e-14 3.31032e-14	
67.5	77.2128	25	-1.22172e-09 1.17874e-09	-2.66901e-08 3.32069e-08	-1.89865e-10 1.03324e-10	-5.15214e-12 6.67606e-12	-4.30626e-14 3.99594e-14	-2.33559e-15 1.38485e-15	
72.5	69.7108	18	-2.99794e-09 1.93264e-09	2.19354e-07 1.6172e-07	-1.50012e-10 1.45221e-10	4.081e-11 4.65989e-11	-1.31455e-14 3.13098e-14	3.48102e-14 3.72098e-14	
77.5	59.9071	12.5	-6.24099e-10 1.94546e-09	2.63763e-07 1.71034e-07	3.75045e-11 1.00631e-10	1.75102e-12 3.22924e-12	2.36769e-14 2.64232e-14	-4.95766e-16 6.33573e-16	
82.5	51.6829	8	-3.16829e-09 3.1788e-09	5.87147e-08 8.63039e-08	-2.88153e-11 1.23771e-10	-1.07013e-12 1.26688e-12	6.75011e-15 1.31916e-14	-4.6848e-16 9.28851e-16	
87.5	56.8247	5	-7.78553e-10 7.36565e-10	2.85611e-08 1.47354e-07	-2.30848e-11 6.17578e-11	-1.101e-12 4.19339e-12	1.13211e-14 1.01076e-14	4.12054e-16 6.81212e-16	
92.5	47.8194	3	-1.19918e-08 7.57511e-09	-2.28314e-08 2.1802e-07	-7.18801e-11 1.95119e-10	-7.34358e-13 4.9033e-12	-2.86783e-14 3.688e-14	1.49833e-15 1.7413e-15	
97.5	57.1467	2	-4.03297e-10 8.91076e-10	2.59057e-07 2.1402e-07	8.55656e-12 4.464e-11	-1.37178e-11 1.16864e-11	2.79678e-14 3.26307e-14	-7.17058e-17 1.24649e-15	
